,News Organization,Date,Tweets Ago,Tweet,Compound,Positive,Neutral,Negative
136,@CBSNews,Mon Sep 17 10:03:03 +0000 2018,36,"Democrats call to delay Kavanaugh committee vote, after accuser comes forward https://t.co/Q1njzfwfMO https://t.co/kXmMKD1XLr",-0.3182,0.0,0.839,0.161
137,@CBSNews,Mon Sep 17 10:02:11 +0000 2018,37,Nevada's Jacky Rosen's new ad shows latest Democratic push for health care in 2018 https://t.co/YQIlu13Ekb https://t.co/TRaRDXwgVO,0.4939,0.176,0.824,0.0
138,@CBSNews,Mon Sep 17 09:54:04 +0000 2018,38,Hope fades for Philippines miners buried amid Typhoon Mangkhut devastation https://t.co/lB44kyePS7 https://t.co/wJ7XTr5VEP,0.0258,0.185,0.637,0.178
139,@CBSNews,Mon Sep 17 09:48:03 +0000 2018,39,"Tight races in Missouri, Montana Senate, CBS News poll finds https://t.co/C4rFjoqtqa https://t.co/Wos6I6Kux6",0.0,0.0,1.0,0.0
140,@CBSNews,Mon Sep 17 09:46:04 +0000 2018,40,Commentary: When selection of Supreme Court justice is about everything except judicial qualifications… https://t.co/LGNRgpdQeN,0.7906,0.368,0.632,0.0
141,@CBSNews,Mon Sep 17 09:40:08 +0000 2018,41,"The whiter the neighborhood, the greater the penalty black renters pay, study shows https://t.co/5DSdSV1JKG https://t.co/g0Cl3uRQc3",-0.2263,0.132,0.635,0.233
142,@CBSNews,Mon Sep 17 09:33:03 +0000 2018,42,"Ariana Grande remembers Mac Miller as ""sweetest soul"" https://t.co/6Ofkh3utVd https://t.co/ATcDjmSbhy",0.0,0.0,1.0,0.0
143,@CBSNews,Mon Sep 17 09:18:03 +0000 2018,43,"Vontae Davis, Buffalo Bills player, abruptly retires at halftime during Los Angeles Chargers game… https://t.co/HcfFHM85H9",0.0,0.0,1.0,0.0
144,@CBSNews,Mon Sep 17 09:03:03 +0000 2018,44,"Carrie Underwood on getting beyond three miscarriages, to joy https://t.co/6rUryNJtcj https://t.co/gnpBnNU05R",0.5859,0.275,0.725,0.0
145,@CBSNews,Mon Sep 17 08:56:05 +0000 2018,45,Hunt for clues after needles found in supermarket strawberries https://t.co/mZlkiZkR0o https://t.co/z3qsPX0Ukz,0.0,0.0,1.0,0.0
146,@CBSNews,Mon Sep 17 08:48:03 +0000 2018,46,"Lehman Brothers is long gone, but the economic rot lingers https://t.co/tJkFBhbtOA https://t.co/Ez8YEXuH7O",0.0,0.0,1.0,0.0
147,@CBSNews,Mon Sep 17 08:33:03 +0000 2018,47,"Restoring power to Wilmington could take weeks, mayor says https://t.co/uLfn6usGHU https://t.co/BjRGp6z9KK",0.296,0.18,0.82,0.0
148,@CBSNews,Mon Sep 17 08:18:05 +0000 2018,48,"Coast Guard removes employee from Florence duty over alleged ""white power"" gesture https://t.co/pdc4WcjY3O https://t.co/gxsc3VvoNC",0.0,0.0,1.0,0.0
149,@CBSNews,Mon Sep 17 08:03:03 +0000 2018,49,Typhoon Mangkhut pounds south China after killing 64 in Philippines https://t.co/7qklRsySVX https://t.co/PRrXKRNvWC,-0.6597,0.0,0.714,0.286
150,@CBSNews,Mon Sep 17 07:48:03 +0000 2018,50,South Korea's Moon faces tough challenge in 3rd summit with Kim Jong Un https://t.co/FhzTPWd5Vd https://t.co/6SFv3kPrmC,-0.0516,0.082,0.823,0.095
151,@CBSNews,Mon Sep 17 07:33:03 +0000 2018,51,Emmy Awards 2018: How to watch online and on TV https://t.co/nmOn6s1e6O https://t.co/i9w6jJ62jB,0.4588,0.214,0.786,0.0
152,@CBSNews,Mon Sep 17 07:18:03 +0000 2018,52,"Beto O'Rourke, Ted Cruz to hold 3 debates https://t.co/AryOf40K2g https://t.co/XgWLtfjJY6",0.0,0.0,1.0,0.0
153,@CBSNews,Mon Sep 17 07:03:04 +0000 2018,53,David Hockney's pool painting poised to shatter Jeff Koons' auction record https://t.co/Yg78ru8I6V https://t.co/I9f1pdDqzp,0.25,0.143,0.857,0.0
154,@CBSNews,Mon Sep 17 06:48:05 +0000 2018,54,Sen. Lindsey Graham confident Mueller investigation will finish without political interference… https://t.co/6oYpbj8UdV,0.4939,0.225,0.775,0.0
155,@CBSNews,Mon Sep 17 06:33:03 +0000 2018,55,"Pope Francis tells Sicily's Mafia: ""Quit thinking about yourselves and your money"" https://t.co/rE0ESoRkp6 https://t.co/9iu6NdeTzn",0.0,0.0,1.0,0.0
156,@CBSNews,Mon Sep 17 06:18:04 +0000 2018,56,"FEMA's Brock Long defends Trump, says Puerto Rico death toll studies are ""all over the place""… https://t.co/aNoS9xGTNZ",-0.5994,0.0,0.804,0.196
157,@CBSNews,Mon Sep 17 06:03:03 +0000 2018,57,GOP lawmaker wants members of Congress to be drug tested https://t.co/p8FnEHUyQd https://t.co/ZRJCbeD0xi,0.0,0.0,1.0,0.0
158,@CBSNews,Mon Sep 17 05:48:02 +0000 2018,58,Bill Geist on the trip of a lifetime https://t.co/oNRRHoJvRu https://t.co/X2BVKnKjSg,0.0,0.0,1.0,0.0
159,@CBSNews,Mon Sep 17 05:33:03 +0000 2018,59,Florence: Inland North Carolina rivers expected to rise to dangerous levels https://t.co/fdoXRJyyrG https://t.co/2qhMtR4Z19,-0.4767,0.0,0.795,0.205
160,@CBSNews,Mon Sep 17 05:18:04 +0000 2018,60,Purr-adise: Hawaii's cat sanctuary https://t.co/6GDEwtKiQ5 https://t.co/Vj9lgvRJDz,0.0,0.0,1.0,0.0
161,@CBSNews,Mon Sep 17 05:03:04 +0000 2018,61,"Sen. Thom Tillis ""shocked"" letter alleging Kavanaugh misconduct didn't come up during testimony… https://t.co/eRPLwHn4SV",0.0,0.0,1.0,0.0
162,@CBSNews,Mon Sep 17 04:48:02 +0000 2018,62,"A decade since the housing crash, a new story emerges https://t.co/gdNlXwUKJE https://t.co/oV0co3rk1e",-0.4019,0.0,0.769,0.231
163,@CBSNews,Mon Sep 17 04:33:04 +0000 2018,63,"""We're not through this storm"": Florence rescues by air, boat and foot https://t.co/uVpnOO3JjP https://t.co/nVJywiAhKx",0.3182,0.15,0.85,0.0
164,@CBSNews,Mon Sep 17 04:18:04 +0000 2018,64,"Tight races in Missouri, Montana Senate, CBS News poll finds https://t.co/NGPztMGdQb https://t.co/0Z6vSSAUav",0.0,0.0,1.0,0.0
165,@CBSNews,Mon Sep 17 04:08:07 +0000 2018,65,"California teen finds purse with $10,000 inside, turns it in to police https://t.co/Azt1va5erX https://t.co/1FtSCOzT5w",0.0,0.0,1.0,0.0
166,@CBSNews,Mon Sep 17 04:03:03 +0000 2018,66,"Deadly shark attack in Cape Cod, first in over 80 years https://t.co/Bh2Ks0wouj https://t.co/D1FVYZAg38",-0.4767,0.0,0.795,0.205
167,@CBSNews,Mon Sep 17 03:48:03 +0000 2018,67,Woman who wrote letter accusing Brett Kavanaugh of sexual assault steps forward https://t.co/pw71OHErZl https://t.co/5mQCEMUcrk,-0.6705,0.0,0.686,0.314
168,@CBSNews,Mon Sep 17 03:33:04 +0000 2018,68,Passage: End of the road for the VW Beetle https://t.co/lwoeogg3qH https://t.co/7x3QdKPRYP,0.0,0.0,1.0,0.0
169,@CBSNews,Mon Sep 17 03:18:05 +0000 2018,69,"Carrie Underwood on getting beyond three miscarriages, to joy https://t.co/R8trUr6srn https://t.co/xXvU9NrLWc",0.5859,0.275,0.725,0.0
170,@CBSNews,Mon Sep 17 03:03:05 +0000 2018,70,Decorating hallowed ground with street art https://t.co/JxWwaAxvWf https://t.co/DRLZ4bcS4d,0.0,0.0,1.0,0.0
171,@CBSNews,Mon Sep 17 02:40:01 +0000 2018,71,"Democrats call to delay Kavanaugh committee vote, after accuser comes forward https://t.co/2lSeBxpcRv https://t.co/fBn9oSmgxT",-0.3182,0.0,0.839,0.161
172,@CBSNews,Mon Sep 17 02:21:57 +0000 2018,72,Massachusetts residents allowed to return to homes after gas explosions https://t.co/f5bjO79CuG https://t.co/c2NH4qLCPq,0.0,0.0,1.0,0.0
173,@CBSNews,Mon Sep 17 01:49:42 +0000 2018,73,"Gunmen dressed as mariachi musicians kill 4, wound 9 in Mexico City tourist area https://t.co/DoljvGUXC1 https://t.co/IQG4XH4gKK",-0.6908,0.0,0.749,0.251
174,@CBSNews,Mon Sep 17 01:30:06 +0000 2018,74,WATCH: Powerful winds from Typhoon Mangkhut tear the scaffolding off a building in Hong Kong Sunday.… https://t.co/eOGXEtTfps,0.4215,0.157,0.843,0.0
175,@CBSNews,Mon Sep 17 01:10:00 +0000 2018,75,"Arizona Republican Sen. Jeff Flake says Supreme Court nominee Brett Kavanaugh's accuser ""must be heard"" before comm… https://t.co/ZoKjNUdAj1",0.5574,0.175,0.825,0.0
176,@CBSNews,Mon Sep 17 00:49:32 +0000 2018,76,"""I shouldn't be out there anymore..."": Buffalo Bills player abruptly retires at halftime during Los Angeles Charger… https://t.co/MoyRf0DcYl",0.0,0.0,1.0,0.0
177,@CBSNews,Mon Sep 17 00:35:01 +0000 2018,77,A solar observatory in New Mexico is at the center of a mystery after the decision to abruptly vacate and lock up t… https://t.co/UaOrMlx7yo,0.0,0.0,1.0,0.0
178,@CBSNews,Mon Sep 17 00:00:11 +0000 2018,78,DARING RESCUES: U.S. Coast Guard helicopter crews flew through the rain of Hurricane Florence to rescue dozens of p… https://t.co/KxzHR37Nru,0.8613,0.36,0.64,0.0
179,@CBSNews,Sun Sep 16 23:39:38 +0000 2018,79,"Border Patrol agent jailed on $2.5M bond in killings of 4 women in Texas, whom investigators believe to be prostitu… https://t.co/h1Gpgs1apy",-0.8271,0.0,0.7,0.3
180,@CBSNews,Sun Sep 16 23:18:07 +0000 2018,80,"Coast Guard removes employee from Florence duty over alleged ""white power"" gesture https://t.co/7W0MUcBHs4 https://t.co/8gOgvLIMbx",0.0,0.0,1.0,0.0
181,@CBSNews,Sun Sep 16 23:09:51 +0000 2018,81,"Pope Francis tells Sicily's Mafia: ""Quit thinking about yourselves and your money"" https://t.co/AdwRVX5myH https://t.co/3YMtgFBJpV",0.0,0.0,1.0,0.0
182,@CBSNews,Sun Sep 16 23:03:05 +0000 2018,82,"Robert Redford: ""There's only the trying"" https://t.co/oHYqSUyv25 https://t.co/n6tWiCHwTg",0.0,0.0,1.0,0.0
183,@CBSNews,Sun Sep 16 22:49:49 +0000 2018,83,"""Right out of that movie 'Jaws'"": Man dies after shark attack in the water off a Cape Cod beach Saturday, becoming… https://t.co/syxyZWdQ9E",-0.4767,0.0,0.866,0.134
184,@CBSNews,Sun Sep 16 22:34:42 +0000 2018,84,Samsung's Galaxy Note 9 reportedly catches fire in woman's purse https://t.co/Y7H528RSJe https://t.co/2msslLALJG,-0.34,0.0,0.806,0.194
185,@CBSNews,Sun Sep 16 22:14:36 +0000 2018,85,Hurricane Florence: At least 17 have died in storm-related incidents. Follow live updates here… https://t.co/uJ2fUA4WdS,-0.5574,0.0,0.795,0.205
186,@CBSNews,Sun Sep 16 21:54:32 +0000 2018,86,Inside MIT's 'Future Factory': A student in MIT’s Media Lab developed a way to surf the internet with his mind. Fin… https://t.co/FGde4TzSNt,0.0,0.0,1.0,0.0
187,@CBSNews,Sun Sep 16 21:30:59 +0000 2018,87,"THE FRONTLINES OF FLORENCE: A Jacksonville, North Carolina, resident paddles on an eerie canoe tour through his flo… https://t.co/gVOEHOHbhL",-0.3612,0.0,0.872,0.128
188,@CBSNews,Sun Sep 16 21:14:02 +0000 2018,88,"Purr-adise: This outdoor cat sanctuary located on the small Hawaiian island of Lanai is home to 600 felines, drawin… https://t.co/t3bA2Mcv2b",0.0,0.0,1.0,0.0
189,@CBSNews,Sun Sep 16 20:39:30 +0000 2018,89,The Theranos deception: This is how a company with a blood-testing machine that could never perform as touted went… https://t.co/VrYheVUMh5,-0.4122,0.057,0.798,0.145
190,@CBSNews,Sun Sep 16 20:21:01 +0000 2018,90,"Woman who wrote letter accusing Brett Kavanaugh of sexual assault steps forward, says she feels a ""civic responsibi… https://t.co/zaUSGjC8G5",-0.6705,0.0,0.744,0.256
191,@CBSNews,Sun Sep 16 19:50:00 +0000 2018,91,"Bill Geist is signing off after 31 years with @CBSSunday. But first, he takes a trip down memory lane… https://t.co/PurDwP9xw2",0.0,0.0,1.0,0.0
192,@CBSNews,Sun Sep 16 19:29:34 +0000 2018,92,"The NFL Foundation will donate $1 million to Florence relief efforts. ""We hope these funds will provide some measur… https://t.co/ICU01583bf",0.7184,0.25,0.75,0.0
193,@CBSNews,Sun Sep 16 19:14:43 +0000 2018,93,"Jim Gaffigan tells @CBSSunday about his love for good old-fashioned beers: ""I guess I'm a traditionalist. I don't w… https://t.co/6ffkJ3EaK6",0.7964,0.307,0.693,0.0
194,@CBSNews,Sun Sep 16 18:56:50 +0000 2018,94,"South Carolina officials say they're ready to respond to all calls about Florence, but remind residents: ""You must… https://t.co/oRuPvOh8uv",0.1901,0.089,0.911,0.0
195,@CBSNews,Sun Sep 16 18:39:32 +0000 2018,95,Coast Guard removes employee from Florence duty after making alleged white power gesture during televised interview… https://t.co/XbfUAwd7s2,0.0,0.0,1.0,0.0
196,@CBSNews,Sun Sep 16 18:19:39 +0000 2018,96,".@carrieunderwood tells @CBSSunday she suffered three miscarriages over the past two years, and the emotional toll… https://t.co/8es49LoorU",-0.3818,0.081,0.758,0.162
197,@CBSNews,Sun Sep 16 17:59:49 +0000 2018,97,Massachusetts residents allowed to return to homes after gas explosions and fires https://t.co/LVCi2XsGeL https://t.co/NyVe6soR6k,0.0,0.0,1.0,0.0
198,@CBSNews,Sun Sep 16 17:39:58 +0000 2018,98,At least 15 deaths have been confirmed from Florence as the Carolinas prepare for major flooding. Follow live updat… https://t.co/AbGE7HHO7W,0.0,0.0,1.0,0.0
199,@CBSNews,Sun Sep 16 17:19:58 +0000 2018,99,CBS News poll shows that Missouri and Montana will have some of the tightest Senate races in November… https://t.co/Wug2q6yQJu,0.0,0.0,1.0,0.0
200,@CNN,Mon Sep 17 16:10:03 +0000 2018,0,"If you don't have enough cash to buy a new iPhone with X in its name, you can freshen up your existing device with… https://t.co/ubHhhdjO1w",0.0,0.0,1.0,0.0
201,@CNN,Mon Sep 17 16:00:14 +0000 2018,1,"""To me, I figured this is the right thing to do"": A teenager found a purse with $10,000 inside and returned it… https://t.co/JUcdQpiS5x",0.0,0.0,1.0,0.0
202,@CNN,Mon Sep 17 15:50:13 +0000 2018,2,Coca-Cola is considering a move into the growing market for cannabis-infused drinks https://t.co/1LMc58XgDt https://t.co/WYpjZQRSo4,0.1779,0.124,0.876,0.0
203,@CNN,Mon Sep 17 15:40:04 +0000 2018,3,"Nearly 1 in 11 middle and high school students in the US has used cannabis in an e-cigarette, according to a new re… https://t.co/CGQEAowTaG",0.0,0.0,1.0,0.0
204,@CNN,Mon Sep 17 15:30:00 +0000 2018,4,From roommates to co-CEOs – how @cbzakin and @DMWeisberg launched @theskimm on the couch of their NYC apartment and… https://t.co/y7RgxjAjZV,0.128,0.077,0.923,0.0
205,@CNN,Mon Sep 17 15:20:10 +0000 2018,5,Judge Brett Kavanaugh is at the White House meeting with the White House legal team to prepare for potential interv… https://t.co/2yXmdBoMjP,0.128,0.07,0.93,0.0
206,@CNN,Mon Sep 17 15:10:06 +0000 2018,6,"Supreme Court nominee Brett Kavanaugh is not opposed to sharing his point of view, answering more questions or prov… https://t.co/bDUtNboIsW",0.3111,0.15,0.752,0.097
207,@CNN,Mon Sep 17 15:00:02 +0000 2018,7,President Trump is planning to impose a fresh round of tariffs targeting about $200 billion in Chinese goods as ear… https://t.co/jxdOoymP5B,0.0258,0.102,0.8,0.098
208,@CNN,Mon Sep 17 14:55:00 +0000 2018,8,"In 2019, the last of Volkswagen's famous ""Beetles"" will be rolled off the production line, 80 years after they firs… https://t.co/yGm6UrSMI4",0.0,0.0,1.0,0.0
209,@CNN,Mon Sep 17 14:50:00 +0000 2018,9,"In her first solo project as a member of the royal family, Meghan, Duchess of Sussex, is supporting a new charity c… https://t.co/hj6RGd5KKv",0.6908,0.231,0.769,0.0
210,@CNN,Mon Sep 17 14:40:00 +0000 2018,10,"In mid-August, just after sunset, the skies over Amsterdam were lit by a swarm of 300 glowing drones moving through… https://t.co/NW6gNEq4UH",0.0,0.0,1.0,0.0
211,@CNN,Mon Sep 17 14:33:06 +0000 2018,11,Supreme Court nominee Brett Kavanaugh has released a new statement on the allegation of physical and sexual assault… https://t.co/OMP7zQm7a8,0.5574,0.175,0.825,0.0
212,@CNN,Mon Sep 17 14:30:00 +0000 2018,12,20 things to eat before you die: https://t.co/Pj421cgKsJ https://t.co/lNO5JdERBK,-0.5994,0.0,0.672,0.328
213,@CNN,Mon Sep 17 14:20:00 +0000 2018,13,"Ever wondered what all those switches, dials and levers do in the cockpit of an airplane? We did too, so we asked a… https://t.co/bYg8OPJwUV",0.0,0.0,1.0,0.0
214,@CNN,Mon Sep 17 14:10:00 +0000 2018,14,CNN Meteorologist @VanDamCNN tracked Hurricane Florence from start to finish. Here's how the storm unfolded from hi… https://t.co/DVxStFNq9e,0.0,0.0,1.0,0.0
215,@CNN,Mon Sep 17 14:00:06 +0000 2018,15,"In a rare bipartisan move, the Senate is expected to vote today on legislation aimed at combating the opioid epidem… https://t.co/qluY14WoRD",0.0,0.0,1.0,0.0
216,@CNN,Mon Sep 17 13:50:29 +0000 2018,16,"This drone video shows a flooded downtown Fayetteville, North Carolina, after Florence dropped more than 16 inches… https://t.co/QuX7N22kal",0.0,0.0,1.0,0.0
217,@CNN,Mon Sep 17 13:40:42 +0000 2018,17,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/S54ufkEkvZ,0.0,0.0,1.0,0.0
218,@CNN,Mon Sep 17 13:24:15 +0000 2018,18,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/uuT1HK2QQ8 https://t.co/gD14nU5IW6",-0.4019,0.0,0.847,0.153
219,@CNN,Mon Sep 17 13:17:14 +0000 2018,19,"RT @drsanjaygupta: Do you take a low-dose aspirin every day? A large new study finds, for many healthy older adults, the risks outweigh the…",0.1531,0.109,0.806,0.085
220,@CNN,Mon Sep 17 13:02:17 +0000 2018,20,There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/mT4hJ3cB69 https://t.co/mwgTnq6Mq8,0.0,0.0,1.0,0.0
221,@CNN,Mon Sep 17 13:01:40 +0000 2018,21,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/RG1gdyUAD6,-0.3612,0.0,0.857,0.143
222,@CNN,Mon Sep 17 12:33:12 +0000 2018,22,Scientists believe they have discovered the first examples of air pollution traveling through the bloodstream of pr… https://t.co/tbSn8NbmNB,0.0,0.0,1.0,0.0
223,@CNN,Mon Sep 17 12:22:51 +0000 2018,23,A supervisory US Border Patrol agent who authorities are calling a serial killer was arrested Saturday in the death… https://t.co/l4gOpLdal1,-0.8126,0.0,0.684,0.316
224,@CNN,Mon Sep 17 12:08:10 +0000 2018,24,This North Carolina family just lost their home to hurricane flooding for the second time in less than 20 years… https://t.co/xLZRWW6GUW,-0.3182,0.0,0.897,0.103
225,@CNN,Mon Sep 17 11:47:44 +0000 2018,25,JUST IN: The lawyer for a woman accusing Supreme Court nominee Brett Kavanaugh says her client is willing to testif… https://t.co/N70ZCkuCAk,0.4404,0.155,0.773,0.073
226,@CNN,Mon Sep 17 11:30:09 +0000 2018,26,They watched their homes get ripped apart and the government struggle to restore water and power. A year after Hurr… https://t.co/3WLfzNkzLP,-0.0258,0.098,0.8,0.102
227,@CNN,Mon Sep 17 11:20:07 +0000 2018,27,Amazon is investigating allegations that some of its employees have offered to leak confidential information and de… https://t.co/8Aqu4P28WJ,-0.1779,0.085,0.796,0.119
228,@CNN,Mon Sep 17 11:16:37 +0000 2018,28,"RT @NewDay: WaPo reporter Emma Brown says Kavanaugh accuser first came forward to her ""in early July when Brett Kavanaugh was on the shortl…",0.0,0.0,1.0,0.0
229,@CNN,Mon Sep 17 11:10:00 +0000 2018,29,CNN Meteorologist @VanDamCNN tracked Hurricane Florence from start to finish. Here's how the storm unfolded from hi… https://t.co/H0Ot6X6ol1,0.0,0.0,1.0,0.0
230,@CNN,Mon Sep 17 11:00:10 +0000 2018,30,"5 things for Monday:

- Hurricane Florence
- Brett Kavanaugh
- Typhoon Mangkhut
- Fan Bingbing
- The Vatican… https://t.co/YHowPPVqoL",0.3182,0.15,0.85,0.0
231,@CNN,Mon Sep 17 10:50:04 +0000 2018,31,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/jkmYJzueED https://t.co/SKo4YjcWiM",-0.4019,0.0,0.847,0.153
232,@CNN,Mon Sep 17 10:40:03 +0000 2018,32,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/XxiizBAu8e,-0.3612,0.0,0.857,0.143
233,@CNN,Mon Sep 17 10:32:05 +0000 2018,33,Supreme Court nominee Brett Kavanaugh is facing accusations that echo Anita Hill's 1991 sexual harassment claims ab… https://t.co/wmM0ANwLI9,-0.296,0.148,0.615,0.238
234,@CNN,Mon Sep 17 10:30:09 +0000 2018,34,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/9JI5lo6vAH,0.0,0.0,1.0,0.0
235,@CNN,Mon Sep 17 10:20:08 +0000 2018,35,"In a rare bipartisan move, the Senate is expected to vote today on legislation aimed at combating the opioid epidem… https://t.co/jeGkM6nhpn",0.0,0.0,1.0,0.0
236,@CNN,Mon Sep 17 10:18:06 +0000 2018,36,This North Carolina family just lost their home to hurricane flooding for the second time in less than 20 years… https://t.co/gEtTEGSxvt,-0.3182,0.0,0.897,0.103
237,@CNN,Mon Sep 17 10:10:13 +0000 2018,37,Three options that could await House Democrats after the midterms https://t.co/QPc0pfOhDv https://t.co/Vydv9yUFfc,0.1027,0.113,0.887,0.0
238,@CNN,Mon Sep 17 10:00:46 +0000 2018,38,This isn't just another Greek island. The secluded destination of Patmos is where St. John had visions that inspire… https://t.co/PWtdGX5ODN,0.2263,0.091,0.909,0.0
239,@CNN,Mon Sep 17 09:49:53 +0000 2018,39,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/aHQvx6ABzy,0.0,0.0,1.0,0.0
240,@CNN,Mon Sep 17 09:38:53 +0000 2018,40,"Household disinfectants could be making kids overweight, a new study says https://t.co/KTE1YzELRy https://t.co/Jz14lQOBrs",-0.3612,0.0,0.815,0.185
241,@CNN,Mon Sep 17 09:30:30 +0000 2018,41,Meghan Markle is championing a new cookbook showcasing recipes from women whose community was affected by the Grenf… https://t.co/sHuNvH9KLA,0.296,0.137,0.784,0.078
242,@CNN,Mon Sep 17 09:23:11 +0000 2018,42,"Ever wondered what all those switches, dials and levers do in the cockpit of an airplane?

We did too, so we asked… https://t.co/2fbCFgo0Es",0.0,0.0,1.0,0.0
243,@CNN,Mon Sep 17 09:18:10 +0000 2018,43,"The strongest hurricanes are called Category 5. But with the strong storms we've seen in the past few days, and the… https://t.co/sGuqTk8pRP",0.7351,0.237,0.763,0.0
244,@CNN,Mon Sep 17 09:03:57 +0000 2018,44,"The Cuban president denies his country had any involvement in ""sonic"" attacks against US diplomats in the country… https://t.co/6DVzdeV8aD",-0.6908,0.0,0.749,0.251
245,@CNN,Mon Sep 17 08:41:00 +0000 2018,45,"More than 24 hours after Typhoon Mangkhut slammed into the Philippines, the full extent of the damage has still yet… https://t.co/63dS3qlJnL",-0.4939,0.0,0.862,0.138
246,@CNN,Mon Sep 17 08:18:28 +0000 2018,46,This is the first formal resignation the Pope has decreed since every bishop in Chile offered to step down in May o… https://t.co/kDVXCAkU7s,-0.296,0.0,0.909,0.091
247,@CNN,Mon Sep 17 08:10:17 +0000 2018,47,"Pope Francis has expelled Reverend Cristian Precht Bañados of Chile, according to a statement from the Archdiocese… https://t.co/WC0DeMZXV4",-0.25,0.0,0.889,0.111
248,@CNN,Mon Sep 17 07:47:05 +0000 2018,48,More than 3 million people have been moved to safety in southern China as Typhoon Mangkhut moved northwards and con… https://t.co/YO7qhXPgOA,0.4215,0.128,0.872,0.0
249,@CNN,Mon Sep 17 07:37:07 +0000 2018,49,Amazon is investigating allegations that some of its employees have offered to leak confidential information and de… https://t.co/Ia80SVg4CG,-0.1779,0.085,0.796,0.119
250,@CNN,Mon Sep 17 07:15:32 +0000 2018,50,US sanctions are China's big concern right now | By Samantha Vinograd via @CNNopinion  https://t.co/QH0a0BCysw https://t.co/4APc0cMhef,0.0,0.0,1.0,0.0
251,@CNN,Mon Sep 17 06:59:30 +0000 2018,51,The power of a named accuser: Kavanaugh's future now hangs in the balance | Analysis by @StCollinson… https://t.co/sLAvd4pgVA,0.0,0.0,1.0,0.0
252,@CNN,Mon Sep 17 06:44:02 +0000 2018,52,What's actually the difference between a typhoon and a hurricane? @CNNweather explains: https://t.co/iieczoxZdc https://t.co/qgWKiMBSy6,0.0,0.0,1.0,0.0
253,@CNN,Mon Sep 17 06:24:05 +0000 2018,53,"""As of now, we are still looking for the 36 still missing individuals that are still unverified."" 

Dozens of peopl… https://t.co/oNmkejIHK1",-0.296,0.0,0.901,0.099
254,@CNN,Mon Sep 17 06:05:36 +0000 2018,54,"Eliud Kipchoge set a new marathon world record, winning the Berlin race in 2 hours, 1 minute and 39 seconds… https://t.co/MHX4lCYrID",0.5267,0.167,0.833,0.0
255,@CNN,Mon Sep 17 05:40:04 +0000 2018,55,"Typhoon Mangkhut, the world's strongest storm this year, has been carving a destructive and deadly path from the Ph… https://t.co/leze6XXTPo",-0.2732,0.121,0.711,0.167
256,@CNN,Mon Sep 17 05:17:30 +0000 2018,56,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/5hEKnLbXTS,-0.3612,0.0,0.857,0.143
257,@CNN,Mon Sep 17 05:17:07 +0000 2018,57,Two Republican senators say the Senate Judiciary Committee should not vote on Brett Kavanaugh's Supreme Court nomin… https://t.co/lrPDxlTBgG,0.5574,0.175,0.825,0.0
258,@CNN,Mon Sep 17 05:08:02 +0000 2018,58,"""My husband kept hearing people yelling for help."" He tried to go outside to find them, but even at 6-foot-2, the w… https://t.co/hnFRfAHjUS",0.0,0.0,1.0,0.0
259,@CNN,Mon Sep 17 04:57:57 +0000 2018,59,Florence has unleashed a dangerous mix of wind and rain on the Carolinas. Officials say that despite the storm weak… https://t.co/D5neH0dL2F,-0.4767,0.0,0.86,0.14
260,@CNN,Mon Sep 17 04:48:05 +0000 2018,60,Read the letter Christine Blasey Ford sent accusing Brett Kavanaugh of sexual misconduct https://t.co/roP3ZzAlWn,-0.1779,0.0,0.884,0.116
261,@CNN,Mon Sep 17 04:43:53 +0000 2018,61,New York Democrat Alexandria Ocasio-Cortez says the government failure during Hurricane Maria is part of a systemic… https://t.co/HSEBUs2X6k,-0.5106,0.0,0.829,0.171
262,@CNN,Mon Sep 17 04:29:05 +0000 2018,62,Hurricane baby is born after parents flee North Carolina https://t.co/LlMBK9c7jV https://t.co/Xzd41WuH75,0.0,0.0,1.0,0.0
263,@CNN,Mon Sep 17 04:19:05 +0000 2018,63,A North Carolina family's home is destroyed for the second time in less than 20 years due to hurricane flooding https://t.co/T8SomjZcEl,-0.4939,0.0,0.856,0.144
264,@CNN,Mon Sep 17 04:09:05 +0000 2018,64,"A woman accusing Judge Brett Kavanaugh of sexual misconduct more than 30 years ago came forward publicly Sunday, de… https://t.co/ol5UGvXeo3",-0.1779,0.0,0.914,0.086
265,@CNN,Mon Sep 17 04:00:09 +0000 2018,65,First responders paused for a break between rescues as Florence continued to dump rain on the Southeast US. (Photos… https://t.co/cEt4YoGSdj,-0.0772,0.105,0.776,0.119
266,@CNN,Mon Sep 17 03:59:05 +0000 2018,66,US sanctions are China's big concern right now | By Samantha Vinograd via @CNNopinion  https://t.co/1CWdDbqSKd https://t.co/YAGckKIfYW,0.0,0.0,1.0,0.0
